# A B A' B' AB AA' BB' A'B'
0 22728 0 15111 0 0 0 93
0 20549 0 13287 0 0 0 65
0 20566 0 13463 0 0 0 81
0 20703 0 13604 0 0 0 85
0 20332 0 13480 0 0 0 80
0 20300 0 13449 0 0 0 83
0 20204 0 13577 0 0 0 81
0 20647 0 13582 0 0 0 69
0 20491 0 13403 0 0 0 58
0 20336 0 13571 0 0 0 69
0 20428 0 13330 0 0 0 66
0 20322 0 13235 0 0 0 71
0 20017 0 13210 0 0 0 95
0 20246 0 13057 0 0 0 70
0 20577 0 13095 0 0 0 78
0 20081 0 13191 0 0 0 78
0 22571 0 13375 0 0 0 59
0 22743 0 13315 0 0 0 66
0 22447 0 13027 0 0 0 61
0 22245 0 14957 0 0 0 81
0 22348 0 14725 0 0 0 60
0 22214 0 14463 0 0 0 77
0 22229 0 14650 0 0 0 69
0 22726 0 14787 0 0 0 66
0 22383 0 14740 0 0 0 67
0 22335 0 14439 0 0 0 68
0 22643 0 14761 0 0 0 81
0 22339 0 14547 0 0 0 86
0 20347 0 13263 0 0 0 67
0 20482 0 13117 0 0 0 76
0 20407 0 13084 0 0 0 75
0 20177 0 13095 0 0 0 71
0 20158 0 12832 0 0 0 67
0 20169 0 13256 0 0 0 66
0 20151 0 12991 0 0 0 82
0 20088 0 13035 0 0 0 58
0 20537 0 13168 0 0 0 79
0 20094 0 13272 0 0 0 84
0 20213 0 13162 0 0 0 82
0 20154 0 13092 0 0 0 70
0 20363 0 13114 0 0 0 66
0 20008 0 13103 0 0 0 72
0 20442 0 13186 0 0 0 67
0 20221 0 13183 0 0 0 64
0 20103 0 13138 0 0 0 63
0 20086 0 13114 0 0 0 83
0 20168 0 13057 0 0 0 78
0 20438 0 12992 0 0 0 68
0 20209 0 12809 0 0 0 65
0 20189 0 13192 0 0 0 72
0 20018 0 13212 0 0 0 64
0 20039 0 13186 0 0 0 67
0 20237 0 13178 0 0 0 77
0 19959 0 13172 0 0 0 73
0 20486 0 12953 0 0 0 76
0 20112 0 13098 0 0 0 63
0 20133 0 13059 0 0 0 66
0 20216 0 13117 0 0 0 69
0 20331 0 13337 0 0 0 76
0 20552 0 13143 0 0 0 54
