# A B A' B' AB AA' BB' A'B'
0 25238 0 13538 0 0 0 68
0 22700 0 12277 0 0 0 42
0 22632 0 12075 0 0 0 60
0 21885 0 11751 0 0 0 60
0 21636 0 11841 0 0 0 77
0 21831 0 11823 0 0 0 64
0 21826 0 11798 0 0 0 58
0 21812 0 11844 0 0 0 56
0 21643 0 11926 0 0 0 59
0 21839 0 12029 0 0 0 48
0 24488 0 12969 0 0 0 61
0 24320 0 13162 0 0 0 67
0 24388 0 13116 0 0 0 50
0 24266 0 13005 0 0 0 65
0 24759 0 13222 0 0 0 49
0 24350 0 13082 0 0 0 44
0 24635 0 13142 0 0 0 62
0 24313 0 13356 0 0 0 69
0 23955 0 13156 0 0 0 66
0 24223 0 13031 0 0 0 74
0 22300 0 11936 0 0 0 66
0 22296 0 11758 0 0 0 51
0 21996 0 11552 0 0 0 47
0 21925 0 11872 0 0 0 55
0 21742 0 11908 0 0 0 60
0 22042 0 11736 0 0 0 58
0 21986 0 11754 0 0 0 59
0 21807 0 11796 0 0 0 60
0 21836 0 11559 0 0 0 54
0 21953 0 11585 0 0 0 43
0 22028 0 11905 0 0 0 56
0 21964 0 11899 0 0 0 50
0 22057 0 11756 0 0 0 63
0 22225 0 11766 0 0 0 56
0 21800 0 11687 0 0 0 51
0 21965 0 11617 0 0 0 44
0 21792 0 11731 0 0 0 62
0 21870 0 11847 0 0 0 51
0 21833 0 11831 0 0 0 58
0 21728 0 11612 0 0 0 56
0 21859 0 11856 0 0 0 68
0 22058 0 11779 0 0 0 48
0 21758 0 11515 0 0 0 48
0 21919 0 11779 0 0 0 52
0 21736 0 11668 0 0 0 47
0 22079 0 11824 0 0 0 48
0 22081 0 11793 0 0 0 61
0 21666 0 11736 0 0 0 53
0 21609 0 11618 0 0 0 48
0 21794 0 11908 0 0 0 57
0 21790 0 11806 0 0 0 71
0 22243 0 11731 0 0 0 61
0 21766 0 11730 0 0 0 58
0 21826 0 11877 0 0 0 48
0 21735 0 11843 0 0 0 50
0 21566 0 11578 0 0 0 46
0 21819 0 11814 0 0 0 44
0 21868 0 11665 0 0 0 39
0 21887 0 11774 0 0 0 46
0 21747 0 11730 0 0 0 66
