# A B A' B' AB AA' BB' A'B'
0 24816 0 15245 0 0 0 236
0 22298 0 13336 0 0 0 201
0 22166 0 13621 0 0 0 230
0 21937 0 13549 0 0 0 213
0 22266 0 13374 0 0 0 191
0 22637 0 13337 0 0 0 196
0 21494 0 13403 0 0 0 230
0 20817 0 13333 0 0 0 210
0 21151 0 12990 0 0 0 198
0 21036 0 13175 0 0 0 217
0 21474 0 13142 0 0 0 217
0 23519 0 13039 0 0 0 225
0 23501 0 13205 0 0 0 202
0 23697 0 13262 0 0 0 227
0 23751 0 14582 0 0 0 229
0 23480 0 14495 0 0 0 211
0 23382 0 14456 0 0 0 212
0 23420 0 14559 0 0 0 216
0 23621 0 14555 0 0 0 199
0 23693 0 14504 0 0 0 217
0 23519 0 14595 0 0 0 230
0 23631 0 14426 0 0 0 214
0 23634 0 14404 0 0 0 238
0 23558 0 14677 0 0 0 242
0 23507 0 14321 0 0 0 266
0 21470 0 13088 0 0 0 236
0 21023 0 12825 0 0 0 206
0 21110 0 13341 0 0 0 207
0 21478 0 12916 0 0 0 220
0 21197 0 13283 0 0 0 230
0 20941 0 12998 0 0 0 210
0 21253 0 12994 0 0 0 196
0 21349 0 13087 0 0 0 210
0 21105 0 13097 0 0 0 226
0 21198 0 12853 0 0 0 205
0 21067 0 12948 0 0 0 216
0 21340 0 13205 0 0 0 205
0 21496 0 12848 0 0 0 231
0 21209 0 13084 0 0 0 245
0 21323 0 13137 0 0 0 202
0 21258 0 12922 0 0 0 207
0 21172 0 13042 0 0 0 240
0 21315 0 12937 0 0 0 207
0 21222 0 13098 0 0 0 228
0 21268 0 13036 0 0 0 237
0 21366 0 13161 0 0 0 196
0 21292 0 13279 0 0 0 224
0 21139 0 12971 0 0 0 232
0 21068 0 13098 0 0 0 207
0 21122 0 13370 0 0 0 205
0 21161 0 13344 0 0 0 205
0 21357 0 13006 0 0 0 231
0 21335 0 13101 0 0 0 211
0 20993 0 12991 0 0 0 238
0 21601 0 13200 0 0 0 230
0 21361 0 13117 0 0 0 245
0 21369 0 12790 0 0 0 230
0 21203 0 13270 0 0 0 212
0 21422 0 13123 0 0 0 220
0 21187 0 13080 0 0 0 213
