# A B A' B' AB AA' BB' A'B'
0 19076 0 13470 0 0 0 168
0 17344 0 12304 0 0 0 167
0 16417 0 12090 0 0 0 172
0 16488 0 11682 0 0 0 148
0 16926 0 11750 0 0 0 169
0 16741 0 11739 0 0 0 155
0 16267 0 11707 0 0 0 175
0 16291 0 11798 0 0 0 151
0 16298 0 11616 0 0 0 157
0 16428 0 11801 0 0 0 162
0 16104 0 11503 0 0 0 152
0 16433 0 11438 0 0 0 155
0 16233 0 11676 0 0 0 168
0 16626 0 11635 0 0 0 194
0 16573 0 11670 0 0 0 173
0 16496 0 11508 0 0 0 151
0 16384 0 11502 0 0 0 168
0 16422 0 11644 0 0 0 160
0 16577 0 11818 0 0 0 170
0 16346 0 11567 0 0 0 170
0 16398 0 11817 0 0 0 168
0 16426 0 11540 0 0 0 181
0 16430 0 11557 0 0 0 172
0 16281 0 11411 0 0 0 191
0 16168 0 11629 0 0 0 175
0 16065 0 11474 0 0 0 178
0 16543 0 11596 0 0 0 179
0 16607 0 11659 0 0 0 165
0 16434 0 11585 0 0 0 186
0 16439 0 11594 0 0 0 166
0 16555 0 11404 0 0 0 156
0 16464 0 11403 0 0 0 146
0 16588 0 11614 0 0 0 144
0 16347 0 11809 0 0 0 161
0 16407 0 11538 0 0 0 178
0 16216 0 11598 0 0 0 146
0 16333 0 11728 0 0 0 161
0 16620 0 11619 0 0 0 164
0 16532 0 11651 0 0 0 176
0 16105 0 11898 0 0 0 165
0 16203 0 11723 0 0 0 151
0 16574 0 11781 0 0 0 172
0 16441 0 11787 0 0 0 160
0 16315 0 11725 0 0 0 153
0 16679 0 11642 0 0 0 160
0 18412 0 11568 0 0 0 167
0 18241 0 11779 0 0 0 171
0 18034 0 11711 0 0 0 167
0 18189 0 12913 0 0 0 181
0 18430 0 12884 0 0 0 161
0 19110 0 13312 0 0 0 167
0 19039 0 13326 0 0 0 182
0 19021 0 13223 0 0 0 139
0 19256 0 13393 0 0 0 168
0 19306 0 13221 0 0 0 188
0 18752 0 12971 0 0 0 201
0 18513 0 12837 0 0 0 176
0 16476 0 11436 0 0 0 172
0 16371 0 11885 0 0 0 180
0 16408 0 11652 0 0 0 156
