# A B A' B' AB AA' BB' A'B'
0 20351 0 13790 0 0 0 128
0 20298 0 13427 0 0 0 125
0 19863 0 12950 0 0 0 115
0 20176 0 12992 0 0 0 115
0 19679 0 13096 0 0 0 107
0 19429 0 12849 0 0 0 120
0 19777 0 13099 0 0 0 115
0 19635 0 13221 0 0 0 124
0 19542 0 13015 0 0 0 129
0 19696 0 13013 0 0 0 147
0 19576 0 13244 0 0 0 132
0 17566 0 11789 0 0 0 110
0 17581 0 11813 0 0 0 89
0 17742 0 11596 0 0 0 114
0 17689 0 11678 0 0 0 154
0 17727 0 11850 0 0 0 126
0 17912 0 11750 0 0 0 124
0 17410 0 11630 0 0 0 118
0 17683 0 11775 0 0 0 117
0 17753 0 11500 0 0 0 102
0 17402 0 11622 0 0 0 115
0 17711 0 11688 0 0 0 127
0 17506 0 11649 0 0 0 118
0 17597 0 11686 0 0 0 131
0 17466 0 11724 0 0 0 120
0 17535 0 11889 0 0 0 124
0 17534 0 11646 0 0 0 123
0 17397 0 11824 0 0 0 103
0 17577 0 11671 0 0 0 119
0 17648 0 11752 0 0 0 119
0 17743 0 11631 0 0 0 120
0 17539 0 11669 0 0 0 101
0 17635 0 11755 0 0 0 132
0 17811 0 11672 0 0 0 119
0 17666 0 11604 0 0 0 111
0 17790 0 11546 0 0 0 129
0 17647 0 11749 0 0 0 126
0 17444 0 11745 0 0 0 133
0 17439 0 11726 0 0 0 106
0 17567 0 11632 0 0 0 125
0 17676 0 11636 0 0 0 126
0 17859 0 11834 0 0 0 130
0 17631 0 11756 0 0 0 125
0 17612 0 11723 0 0 0 109
0 17622 0 11705 0 0 0 128
0 17635 0 11918 0 0 0 116
0 17707 0 11358 0 0 0 122
0 17567 0 12010 0 0 0 127
0 17981 0 11717 0 0 0 125
0 17818 0 11804 0 0 0 132
0 17487 0 11917 0 0 0 117
0 17896 0 11594 0 0 0 99
0 17684 0 11670 0 0 0 113
0 17787 0 11659 0 0 0 125
0 17699 0 11775 0 0 0 140
0 17499 0 11937 0 0 0 113
0 17548 0 11753 0 0 0 123
0 17756 0 11762 0 0 0 112
0 17887 0 11772 0 0 0 131
0 17990 0 11619 0 0 0 133
