# A B A' B' AB AA' BB' A'B'
0 19633 0 15053 0 0 0 81
0 17954 0 13784 0 0 0 86
0 17626 0 13731 0 0 0 63
0 18091 0 13449 0 0 0 56
0 17860 0 13352 0 0 0 70
0 17869 0 13609 0 0 0 75
0 17754 0 13447 0 0 0 76
0 16998 0 13091 0 0 0 77
0 17220 0 13142 0 0 0 61
0 17043 0 13112 0 0 0 72
0 17057 0 13145 0 0 0 55
0 16963 0 13066 0 0 0 68
0 17204 0 13262 0 0 0 70
0 16943 0 13102 0 0 0 68
0 17271 0 12908 0 0 0 69
0 17098 0 12850 0 0 0 72
0 16988 0 13193 0 0 0 55
0 17199 0 12877 0 0 0 67
0 17308 0 13224 0 0 0 82
0 16935 0 13047 0 0 0 60
0 16778 0 13135 0 0 0 62
0 17171 0 12873 0 0 0 62
0 16845 0 13123 0 0 0 70
0 16945 0 13080 0 0 0 63
0 17094 0 13020 0 0 0 76
0 17039 0 13232 0 0 0 58
0 16977 0 12730 0 0 0 71
0 17128 0 12820 0 0 0 58
0 17138 0 12774 0 0 0 68
0 17116 0 13170 0 0 0 65
0 16962 0 12969 0 0 0 74
0 17018 0 13148 0 0 0 68
0 17039 0 12730 0 0 0 69
0 17018 0 13003 0 0 0 76
0 17126 0 13131 0 0 0 61
0 17067 0 13138 0 0 0 75
0 16806 0 13185 0 0 0 55
0 17184 0 12869 0 0 0 59
0 17252 0 12923 0 0 0 68
0 16978 0 12992 0 0 0 77
0 17096 0 13221 0 0 0 58
0 16942 0 12879 0 0 0 79
0 16464 0 13047 0 0 0 81
0 16859 0 12854 0 0 0 58
0 17169 0 13274 0 0 0 54
0 17219 0 12820 0 0 0 81
0 17318 0 13068 0 0 0 75
0 17229 0 12924 0 0 0 69
0 17446 0 13003 0 0 0 74
0 17711 0 13152 0 0 0 69
0 19417 0 13302 0 0 0 71
0 19304 0 13176 0 0 0 65
0 19155 0 13277 0 0 0 78
0 19380 0 14785 0 0 0 71
0 19337 0 14719 0 0 0 59
0 19536 0 14676 0 0 0 73
0 19258 0 14933 0 0 0 69
0 19384 0 14782 0 0 0 46
0 19549 0 14765 0 0 0 65
0 19354 0 14620 0 0 0 58
