# A B A' B' AB AA' BB' A'B'
0 16744 0 15912 0 0 0 197
0 14374 0 13707 0 0 0 165
0 14000 0 13230 0 0 0 150
0 13663 0 13163 0 0 0 150
0 13781 0 13394 0 0 0 184
0 13654 0 13194 0 0 0 181
0 13728 0 13135 0 0 0 164
0 13733 0 13224 0 0 0 175
0 13630 0 13166 0 0 0 163
0 13736 0 13138 0 0 0 156
0 13580 0 13032 0 0 0 149
0 13565 0 13184 0 0 0 160
0 13376 0 12939 0 0 0 174
0 13677 0 13048 0 0 0 181
0 13589 0 13210 0 0 0 151
0 13564 0 13037 0 0 0 164
0 13466 0 13025 0 0 0 169
0 13270 0 12968 0 0 0 163
0 13447 0 12991 0 0 0 178
0 13564 0 13154 0 0 0 153
0 13492 0 13013 0 0 0 169
0 13517 0 13030 0 0 0 154
0 13755 0 12716 0 0 0 154
0 13605 0 12895 0 0 0 182
0 13460 0 13069 0 0 0 187
0 13574 0 13241 0 0 0 163
0 13334 0 13129 0 0 0 163
0 13742 0 13035 0 0 0 172
0 13621 0 12851 0 0 0 178
0 13436 0 12890 0 0 0 173
0 13433 0 13044 0 0 0 156
0 13566 0 12875 0 0 0 168
0 13279 0 12998 0 0 0 164
0 13521 0 13013 0 0 0 172
0 13580 0 13116 0 0 0 170
0 13493 0 13080 0 0 0 166
0 13514 0 13115 0 0 0 173
0 13648 0 12982 0 0 0 165
0 13548 0 13006 0 0 0 152
0 13445 0 12888 0 0 0 176
0 13719 0 13024 0 0 0 170
0 13462 0 13014 0 0 0 150
0 15049 0 13029 0 0 0 165
0 14799 0 12991 0 0 0 149
0 14921 0 13061 0 0 0 164
0 14889 0 12995 0 0 0 176
0 14762 0 12941 0 0 0 146
0 14703 0 12996 0 0 0 167
0 14762 0 14610 0 0 0 181
0 14994 0 14413 0 0 0 159
0 14627 0 14605 0 0 0 149
0 15083 0 14410 0 0 0 176
0 15057 0 14530 0 0 0 168
0 15348 0 14755 0 0 0 183
0 15622 0 14672 0 0 0 171
0 15301 0 14526 0 0 0 161
0 15224 0 14492 0 0 0 170
0 15379 0 14714 0 0 0 167
0 15044 0 14620 0 0 0 162
0 15105 0 14437 0 0 0 189
