# A B A' B' AB AA' BB' A'B'
0 21218 0 14821 0 0 0 356
0 17895 0 13297 0 0 0 304
0 17432 0 12936 0 0 0 321
0 17549 0 13167 0 0 0 311
0 17351 0 13125 0 0 0 302
0 17162 0 13141 0 0 0 311
0 16994 0 12925 0 0 0 309
0 17157 0 13142 0 0 0 307
0 17867 0 13264 0 0 0 337
0 18204 0 13286 0 0 0 328
0 18053 0 13134 0 0 0 319
0 17856 0 13114 0 0 0 293
0 18140 0 13063 0 0 0 325
0 18035 0 13070 0 0 0 308
0 18124 0 13202 0 0 0 315
0 17960 0 13083 0 0 0 333
0 17957 0 13112 0 0 0 303
0 18108 0 13075 0 0 0 313
0 17792 0 12936 0 0 0 308
0 17845 0 13125 0 0 0 310
0 17941 0 13215 0 0 0 342
0 18076 0 13019 0 0 0 311
0 18002 0 13238 0 0 0 319
0 17858 0 13106 0 0 0 293
0 17954 0 13166 0 0 0 315
0 17844 0 13097 0 0 0 327
0 17780 0 12971 0 0 0 310
0 18189 0 13204 0 0 0 326
0 17845 0 13100 0 0 0 285
0 17993 0 12939 0 0 0 331
0 18050 0 13007 0 0 0 307
0 17967 0 13207 0 0 0 345
0 17961 0 13017 0 0 0 320
0 18021 0 13120 0 0 0 325
0 17870 0 13187 0 0 0 312
0 17745 0 13195 0 0 0 293
0 17892 0 13119 0 0 0 298
0 19926 0 13141 0 0 0 303
0 20391 0 12804 0 0 0 279
0 19877 0 13079 0 0 0 300
0 19697 0 13195 0 0 0 284
0 19980 0 14476 0 0 0 308
0 19980 0 14839 0 0 0 310
0 20019 0 14776 0 0 0 294
0 20021 0 14490 0 0 0 333
0 20044 0 14483 0 0 0 337
0 19838 0 14485 0 0 0 317
0 19851 0 14450 0 0 0 333
0 19970 0 14456 0 0 0 341
0 20064 0 14456 0 0 0 333
0 17935 0 12864 0 0 0 314
0 17854 0 13085 0 0 0 307
0 17807 0 12992 0 0 0 313
0 18153 0 13041 0 0 0 294
0 17821 0 13049 0 0 0 319
0 17888 0 13058 0 0 0 319
0 17950 0 13065 0 0 0 306
0 17997 0 13283 0 0 0 298
0 17744 0 13265 0 0 0 321
0 17835 0 13150 0 0 0 310
