# A B A' B' AB AA' BB' A'B'
0 24834 0 14301 0 0 0 250
0 22326 0 13495 0 0 0 270
0 21954 0 13262 0 0 0 279
0 21426 0 14878 0 0 0 304
0 21214 0 14698 0 0 0 281
0 21605 0 14525 0 0 0 295
0 21468 0 14526 0 0 0 291
0 21136 0 14434 0 0 0 295
0 21544 0 14576 0 0 0 257
0 21487 0 14622 0 0 0 293
0 21518 0 14511 0 0 0 323
0 19208 0 13059 0 0 0 304
0 19278 0 12900 0 0 0 267
0 19574 0 13070 0 0 0 286
0 19074 0 13073 0 0 0 294
0 19373 0 13227 0 0 0 319
0 19459 0 12849 0 0 0 301
0 19513 0 13003 0 0 0 296
0 19155 0 13195 0 0 0 324
0 19401 0 12959 0 0 0 272
0 19536 0 13145 0 0 0 323
0 19601 0 12984 0 0 0 294
0 18828 0 13129 0 0 0 306
0 18859 0 13165 0 0 0 297
0 18648 0 12821 0 0 0 258
0 18611 0 13161 0 0 0 265
0 18760 0 13044 0 0 0 303
0 18727 0 13056 0 0 0 283
0 18642 0 13010 0 0 0 314
0 18669 0 12947 0 0 0 302
0 18829 0 12814 0 0 0 304
0 18850 0 13002 0 0 0 282
0 18732 0 13137 0 0 0 276
0 18823 0 13010 0 0 0 307
0 18413 0 13162 0 0 0 279
0 19028 0 13144 0 0 0 281
0 18787 0 13114 0 0 0 285
0 18726 0 13016 0 0 0 278
0 18685 0 13076 0 0 0 281
0 18485 0 13243 0 0 0 286
0 18617 0 12985 0 0 0 283
0 18808 0 12958 0 0 0 270
0 18683 0 12992 0 0 0 295
0 18397 0 13045 0 0 0 295
0 18681 0 13086 0 0 0 293
0 18692 0 12935 0 0 0 281
0 18764 0 12940 0 0 0 280
0 18863 0 12885 0 0 0 285
0 18818 0 12916 0 0 0 278
0 18977 0 12728 0 0 0 311
0 18610 0 13086 0 0 0 303
0 18784 0 13006 0 0 0 277
0 18822 0 12998 0 0 0 285
0 18637 0 13305 0 0 0 293
0 18712 0 12682 0 0 0 295
0 18665 0 13025 0 0 0 292
0 18624 0 13193 0 0 0 293
0 18768 0 12865 0 0 0 308
0 18784 0 13098 0 0 0 302
0 18582 0 12886 0 0 0 275
