# A B A' B' AB AA' BB' A'B'
0 14804 0 13005 0 0 0 361
0 13394 0 11778 0 0 0 266
0 13344 0 11903 0 0 0 290
0 13558 0 11798 0 0 0 283
0 13280 0 11743 0 0 0 315
0 13793 0 12170 0 0 0 282
0 13427 0 11974 0 0 0 325
0 13130 0 11753 0 0 0 296
0 12573 0 11433 0 0 0 293
0 13223 0 11617 0 0 0 325
0 13187 0 11801 0 0 0 316
0 12968 0 11649 0 0 0 315
0 12798 0 11420 0 0 0 294
0 12528 0 11346 0 0 0 286
0 12527 0 11302 0 0 0 287
0 12744 0 11251 0 0 0 271
0 12648 0 11341 0 0 0 314
0 12554 0 11369 0 0 0 302
0 12761 0 11479 0 0 0 311
0 12501 0 11054 0 0 0 321
0 12552 0 11368 0 0 0 295
0 12652 0 11315 0 0 0 278
0 12692 0 11534 0 0 0 315
0 12792 0 11519 0 0 0 280
0 12859 0 11542 0 0 0 294
0 12617 0 11260 0 0 0 297
0 12685 0 11349 0 0 0 329
0 12607 0 11422 0 0 0 283
0 12538 0 11443 0 0 0 304
0 12779 0 11472 0 0 0 292
0 12417 0 11457 0 0 0 312
0 12363 0 11360 0 0 0 297
0 12425 0 11308 0 0 0 282
0 12629 0 11380 0 0 0 289
0 12511 0 11306 0 0 0 307
0 12512 0 11416 0 0 0 320
0 12630 0 11522 0 0 0 290
0 12490 0 11394 0 0 0 297
0 12504 0 11284 0 0 0 318
0 12555 0 11127 0 0 0 290
0 12612 0 11208 0 0 0 277
0 14197 0 11457 0 0 0 285
0 14043 0 11379 0 0 0 324
0 13931 0 11301 0 0 0 270
0 14102 0 11428 0 0 0 278
0 14113 0 12821 0 0 0 318
0 14021 0 12599 0 0 0 308
0 14172 0 12569 0 0 0 288
0 14116 0 12638 0 0 0 297
0 14006 0 13017 0 0 0 291
0 14053 0 12533 0 0 0 289
0 14107 0 12619 0 0 0 318
0 14243 0 12802 0 0 0 362
0 14010 0 12614 0 0 0 315
0 13892 0 12598 0 0 0 363
0 12537 0 11374 0 0 0 322
0 12440 0 11242 0 0 0 283
0 12523 0 11245 0 0 0 282
0 12699 0 11358 0 0 0 294
0 12586 0 11456 0 0 0 286
