# A B A' B' AB AA' BB' A'B'
0 16430 0 15153 0 0 0 371
0 15158 0 13277 0 0 0 351
0 15004 0 13567 0 0 0 351
0 14990 0 13727 0 0 0 340
0 14973 0 13557 0 0 0 337
0 16731 0 13916 0 0 0 329
0 16621 0 13421 0 0 0 327
0 16605 0 13579 0 0 0 336
0 16932 0 13885 0 0 0 351
0 16508 0 14903 0 0 0 311
0 16744 0 15265 0 0 0 368
0 15236 0 13757 0 0 0 343
0 15192 0 13952 0 0 0 367
0 15160 0 13562 0 0 0 318
0 14934 0 13672 0 0 0 350
0 14854 0 13753 0 0 0 314
0 15169 0 13707 0 0 0 368
0 15165 0 13849 0 0 0 295
0 14697 0 13650 0 0 0 356
0 14859 0 13150 0 0 0 287
0 14661 0 13529 0 0 0 340
0 14933 0 13520 0 0 0 329
0 14735 0 13265 0 0 0 320
0 14874 0 13371 0 0 0 325
0 14922 0 13462 0 0 0 363
0 15085 0 13345 0 0 0 328
0 14777 0 13393 0 0 0 322
0 14425 0 13417 0 0 0 330
0 14624 0 13430 0 0 0 314
0 14652 0 13411 0 0 0 309
0 14721 0 13133 0 0 0 327
0 14980 0 13356 0 0 0 337
0 15067 0 13706 0 0 0 367
0 14567 0 13388 0 0 0 287
0 14810 0 13328 0 0 0 334
0 14926 0 13375 0 0 0 328
0 14770 0 13446 0 0 0 325
0 14769 0 13560 0 0 0 349
0 14762 0 13327 0 0 0 313
0 14698 0 13498 0 0 0 349
0 14768 0 13313 0 0 0 354
0 14775 0 13504 0 0 0 330
0 14493 0 13423 0 0 0 326
0 14913 0 13449 0 0 0 330
0 14504 0 13381 0 0 0 319
0 14779 0 13392 0 0 0 342
0 14504 0 13429 0 0 0 310
0 14710 0 13625 0 0 0 309
0 14590 0 13442 0 0 0 295
0 14714 0 13584 0 0 0 334
0 14754 0 13444 0 0 0 334
0 14485 0 13393 0 0 0 347
0 14736 0 13168 0 0 0 337
0 14526 0 13192 0 0 0 345
0 14570 0 13443 0 0 0 330
0 14483 0 13458 0 0 0 308
0 14883 0 13435 0 0 0 338
0 14607 0 13234 0 0 0 336
0 14868 0 13401 0 0 0 326
0 14585 0 13374 0 0 0 333
