# A B A' B' AB AA' BB' A'B'
0 28658 0 23946 0 0 0 269
0 28277 0 24047 0 0 0 276
0 28505 0 24012 0 0 0 253
0 28251 0 23797 0 0 0 278
0 28499 0 23690 0 0 0 264
0 28367 0 24043 0 0 0 264
0 28190 0 23617 0 0 0 273
0 28209 0 23892 0 0 0 228
0 28403 0 23731 0 0 0 270
0 28118 0 23868 0 0 0 283
0 25113 0 21126 0 0 0 265
0 25593 0 21431 0 0 0 251
0 25647 0 21236 0 0 0 267
0 25519 0 21334 0 0 0 249
0 25651 0 21174 0 0 0 262
0 25618 0 21276 0 0 0 264
0 25508 0 21176 0 0 0 249
0 25492 0 21423 0 0 0 283
0 25662 0 21282 0 0 0 226
0 25728 0 21272 0 0 0 276
0 25680 0 21395 0 0 0 279
0 25830 0 21249 0 0 0 265
0 26091 0 21092 0 0 0 275
0 25576 0 21118 0 0 0 263
0 25459 0 21527 0 0 0 271
0 25341 0 21474 0 0 0 272
0 25420 0 21453 0 0 0 249
0 25495 0 21178 0 0 0 241
0 25815 0 21238 0 0 0 268
0 25412 0 21443 0 0 0 263
0 25519 0 21294 0 0 0 266
0 25468 0 21421 0 0 0 245
0 25674 0 21264 0 0 0 288
0 25597 0 21139 0 0 0 289
0 25439 0 21457 0 0 0 247
0 25720 0 21327 0 0 0 254
0 25659 0 21441 0 0 0 259
0 25622 0 21376 0 0 0 282
0 25668 0 21340 0 0 0 267
0 25344 0 21318 0 0 0 258
0 25372 0 21377 0 0 0 250
0 25439 0 21001 0 0 0 218
0 25689 0 21437 0 0 0 247
0 25370 0 21380 0 0 0 295
0 25574 0 21369 0 0 0 245
0 25538 0 21096 0 0 0 260
0 25762 0 21472 0 0 0 266
0 25499 0 21837 0 0 0 257
0 25690 0 21528 0 0 0 242
0 25648 0 21246 0 0 0 254
0 25665 0 21326 0 0 0 249
0 25423 0 21099 0 0 0 261
0 25824 0 21213 0 0 0 259
0 25522 0 21026 0 0 0 267
0 25379 0 21359 0 0 0 264
0 25763 0 21315 0 0 0 259
0 25294 0 21057 0 0 0 245
0 28553 0 21423 0 0 0 285
0 28773 0 21395 0 0 0 254
0 28409 0 21234 0 0 0 235
