# A B A' B' AB AA' BB' A'B'
0 29287 0 21570 0 0 0 227
0 26434 0 19212 0 0 0 202
0 26458 0 19109 0 0 0 220
0 26292 0 19182 0 0 0 213
0 26280 0 19078 0 0 0 249
0 26145 0 19182 0 0 0 245
0 26225 0 19179 0 0 0 213
0 26356 0 19409 0 0 0 240
0 26547 0 19274 0 0 0 214
0 26600 0 18787 0 0 0 238
0 29312 0 18957 0 0 0 228
0 29172 0 18939 0 0 0 215
0 29539 0 19363 0 0 0 231
0 29152 0 21376 0 0 0 240
0 29203 0 21426 0 0 0 259
0 29268 0 21074 0 0 0 217
0 29188 0 21271 0 0 0 231
0 29342 0 21242 0 0 0 230
0 29117 0 21094 0 0 0 208
0 28984 0 21208 0 0 0 218
0 29096 0 21323 0 0 0 242
0 29297 0 21348 0 0 0 251
0 28944 0 21276 0 0 0 236
0 26161 0 19422 0 0 0 243
0 26380 0 19336 0 0 0 205
0 26207 0 19166 0 0 0 202
0 26668 0 19168 0 0 0 223
0 26426 0 18973 0 0 0 247
0 26356 0 19155 0 0 0 242
0 26523 0 19099 0 0 0 236
0 26515 0 19299 0 0 0 192
0 26221 0 19380 0 0 0 224
0 26293 0 19273 0 0 0 209
0 26224 0 19240 0 0 0 208
0 26396 0 19113 0 0 0 216
0 26276 0 19322 0 0 0 246
0 26381 0 19201 0 0 0 224
0 26551 0 18947 0 0 0 217
0 26454 0 19064 0 0 0 222
0 26131 0 19228 0 0 0 222
0 26598 0 18985 0 0 0 219
0 26491 0 19004 0 0 0 234
0 26550 0 19245 0 0 0 237
0 26511 0 19292 0 0 0 194
0 26637 0 19321 0 0 0 227
0 26683 0 19177 0 0 0 252
0 26216 0 19039 0 0 0 231
0 26247 0 19285 0 0 0 223
0 26255 0 19052 0 0 0 217
0 26336 0 19221 0 0 0 199
0 26186 0 18992 0 0 0 217
0 26253 0 19193 0 0 0 204
0 26219 0 19319 0 0 0 200
0 26428 0 19232 0 0 0 206
0 26596 0 19161 0 0 0 240
0 26398 0 19171 0 0 0 218
0 26243 0 19308 0 0 0 212
0 26192 0 19173 0 0 0 208
0 26465 0 19289 0 0 0 238
0 26360 0 19070 0 0 0 207
