# A B A' B' AB AA' BB' A'B'
0 25670 0 24924 0 0 0 109
0 22728 0 22514 0 0 0 112
0 22715 0 22206 0 0 0 138
0 22632 0 21908 0 0 0 124
0 22740 0 21944 0 0 0 112
0 22857 0 21773 0 0 0 106
0 22936 0 22033 0 0 0 109
0 22979 0 21779 0 0 0 105
0 22811 0 21890 0 0 0 124
0 22702 0 22046 0 0 0 126
0 22952 0 21901 0 0 0 124
0 23063 0 21851 0 0 0 114
0 22555 0 21890 0 0 0 99
0 22985 0 22124 0 0 0 112
0 23040 0 21818 0 0 0 109
0 22838 0 21708 0 0 0 106
0 25481 0 21799 0 0 0 114
0 25003 0 21895 0 0 0 115
0 25097 0 22047 0 0 0 98
0 25522 0 22005 0 0 0 147
0 25643 0 24419 0 0 0 104
0 25623 0 24084 0 0 0 125
0 25256 0 24325 0 0 0 117
0 25330 0 24475 0 0 0 123
0 25496 0 24477 0 0 0 134
0 25324 0 24441 0 0 0 107
0 25225 0 24441 0 0 0 106
0 25616 0 24303 0 0 0 147
0 25494 0 24521 0 0 0 145
0 25028 0 24525 0 0 0 136
0 25050 0 24499 0 0 0 117
0 25427 0 24327 0 0 0 134
0 22772 0 22197 0 0 0 146
0 22839 0 21902 0 0 0 114
0 22920 0 22298 0 0 0 130
0 22650 0 21916 0 0 0 102
0 23109 0 22067 0 0 0 117
0 22580 0 21969 0 0 0 119
0 22845 0 21996 0 0 0 119
0 22793 0 21753 0 0 0 121
0 22935 0 22115 0 0 0 128
0 22859 0 22026 0 0 0 148
0 22497 0 22026 0 0 0 127
0 22840 0 22007 0 0 0 103
0 22866 0 22142 0 0 0 128
0 22874 0 22093 0 0 0 148
0 22672 0 22314 0 0 0 116
0 22806 0 21882 0 0 0 133
0 22879 0 22152 0 0 0 154
0 22627 0 22153 0 0 0 119
0 22595 0 21777 0 0 0 115
0 22718 0 21864 0 0 0 102
0 22627 0 22009 0 0 0 120
0 22766 0 21968 0 0 0 114
0 22974 0 22107 0 0 0 114
0 22831 0 22138 0 0 0 126
0 22849 0 21654 0 0 0 132
0 22939 0 21974 0 0 0 133
0 22899 0 22002 0 0 0 126
0 22814 0 22215 0 0 0 129
