# A B A' B' AB AA' BB' A'B'
0 30248 0 24951 0 0 0 969
0 27401 0 22009 0 0 0 866
0 27031 0 22328 0 0 0 919
0 26950 0 22113 0 0 0 931
0 26994 0 22017 0 0 0 880
0 27412 0 21815 0 0 0 911
0 26875 0 22062 0 0 0 938
0 27429 0 21984 0 0 0 879
0 27119 0 22015 0 0 0 933
0 27131 0 22065 0 0 0 897
0 27214 0 22045 0 0 0 896
0 26948 0 21848 0 0 0 896
0 27209 0 22000 0 0 0 898
0 26721 0 21982 0 0 0 903
0 27348 0 21952 0 0 0 894
0 30136 0 21934 0 0 0 939
0 30034 0 22140 0 0 0 906
0 29815 0 21835 0 0 0 861
0 30158 0 24251 0 0 0 933
0 29707 0 24350 0 0 0 881
0 30138 0 24385 0 0 0 937
0 29799 0 24516 0 0 0 909
0 30085 0 24757 0 0 0 878
0 30366 0 24321 0 0 0 924
0 29832 0 24355 0 0 0 900
0 29908 0 24628 0 0 0 914
0 30159 0 24496 0 0 0 870
0 29893 0 24423 0 0 0 964
0 29959 0 24666 0 0 0 1066
0 29900 0 24131 0 0 0 974
0 27108 0 21845 0 0 0 872
0 26953 0 21874 0 0 0 889
0 26711 0 21871 0 0 0 884
0 27216 0 22380 0 0 0 951
0 27032 0 21930 0 0 0 895
0 27213 0 22185 0 0 0 934
0 27194 0 22160 0 0 0 911
0 27243 0 22077 0 0 0 906
0 27287 0 22047 0 0 0 894
0 26872 0 22064 0 0 0 924
0 27191 0 22110 0 0 0 885
0 27155 0 22010 0 0 0 959
0 27158 0 21838 0 0 0 906
0 26848 0 22373 0 0 0 909
0 27191 0 22143 0 0 0 901
0 26924 0 21929 0 0 0 898
0 26758 0 22091 0 0 0 926
0 27178 0 22261 0 0 0 938
0 27208 0 21903 0 0 0 900
0 27018 0 22017 0 0 0 864
0 27149 0 22372 0 0 0 893
0 27241 0 22128 0 0 0 927
0 26994 0 22290 0 0 0 976
0 27344 0 22289 0 0 0 932
0 27321 0 22033 0 0 0 961
0 27113 0 22017 0 0 0 900
0 27041 0 21833 0 0 0 930
0 26887 0 22233 0 0 0 910
0 27492 0 21940 0 0 0 921
0 26668 0 21935 0 0 0 924
