# A B A' B' AB AA' BB' A'B'
0 28558 0 22574 0 0 0 267
0 25407 0 20215 0 0 0 222
0 25584 0 20129 0 0 0 209
0 25198 0 20366 0 0 0 234
0 25331 0 20181 0 0 0 232
0 25313 0 20122 0 0 0 217
0 25379 0 20321 0 0 0 247
0 25311 0 20081 0 0 0 197
0 28245 0 20064 0 0 0 220
0 28006 0 20086 0 0 0 237
0 28597 0 22636 0 0 0 261
0 28117 0 22479 0 0 0 265
0 25383 0 20161 0 0 0 229
0 25513 0 20149 0 0 0 225
0 25092 0 20123 0 0 0 218
0 25215 0 20249 0 0 0 200
0 25335 0 20054 0 0 0 232
0 25179 0 19911 0 0 0 207
0 25620 0 20389 0 0 0 223
0 25347 0 20383 0 0 0 243
0 25050 0 20062 0 0 0 215
0 25523 0 20227 0 0 0 259
0 25080 0 20094 0 0 0 203
0 25546 0 19973 0 0 0 232
0 25383 0 20046 0 0 0 215
0 25284 0 20195 0 0 0 239
0 25529 0 20180 0 0 0 222
0 25527 0 20304 0 0 0 221
0 25486 0 20127 0 0 0 215
0 25314 0 20020 0 0 0 224
0 25532 0 20316 0 0 0 233
0 25287 0 20221 0 0 0 239
0 25080 0 20246 0 0 0 211
0 25354 0 20240 0 0 0 202
0 25564 0 20519 0 0 0 227
0 25140 0 20145 0 0 0 232
0 25339 0 20090 0 0 0 238
0 25445 0 20331 0 0 0 229
0 25367 0 20188 0 0 0 204
0 25392 0 20012 0 0 0 207
0 25448 0 20417 0 0 0 251
0 25230 0 20293 0 0 0 246
0 25227 0 20352 0 0 0 219
0 25557 0 20124 0 0 0 218
0 25590 0 20204 0 0 0 230
0 25178 0 20136 0 0 0 227
0 25466 0 20038 0 0 0 232
0 25018 0 20209 0 0 0 254
0 25154 0 20212 0 0 0 215
0 25090 0 20165 0 0 0 210
0 25629 0 20294 0 0 0 217
0 25273 0 20362 0 0 0 226
0 25457 0 20137 0 0 0 214
0 25138 0 20385 0 0 0 219
0 25250 0 20175 0 0 0 197
0 25454 0 20365 0 0 0 247
0 25330 0 20023 0 0 0 217
0 25326 0 20340 0 0 0 248
0 25304 0 20170 0 0 0 244
0 25011 0 20340 0 0 0 201
