# A B A' B' AB AA' BB' A'B'
0 31301 0 24552 0 0 0 978
0 27749 0 21648 0 0 0 812
0 28024 0 21856 0 0 0 879
0 27725 0 21980 0 0 0 873
0 27938 0 21966 0 0 0 846
0 28095 0 21990 0 0 0 892
0 28029 0 21667 0 0 0 866
0 27600 0 21772 0 0 0 772
0 27889 0 21627 0 0 0 862
0 27769 0 21917 0 0 0 853
0 27809 0 21615 0 0 0 890
0 27884 0 21746 0 0 0 811
0 28000 0 21994 0 0 0 866
0 27859 0 21581 0 0 0 923
0 28088 0 21749 0 0 0 831
0 27899 0 21927 0 0 0 849
0 27693 0 21876 0 0 0 834
0 28237 0 21678 0 0 0 889
0 27615 0 21893 0 0 0 867
0 28287 0 21931 0 0 0 879
0 27977 0 21576 0 0 0 850
0 27758 0 21650 0 0 0 853
0 27954 0 21819 0 0 0 823
0 28069 0 21523 0 0 0 856
0 27539 0 21628 0 0 0 869
0 31250 0 21382 0 0 0 826
0 31016 0 21573 0 0 0 838
0 31011 0 21814 0 0 0 862
0 31232 0 24250 0 0 0 876
0 31171 0 23920 0 0 0 853
0 30545 0 24192 0 0 0 829
0 30791 0 24229 0 0 0 817
0 30989 0 24500 0 0 0 884
0 31144 0 24381 0 0 0 845
0 31055 0 23763 0 0 0 863
0 30865 0 24222 0 0 0 958
0 31001 0 24207 0 0 0 982
0 31074 0 24115 0 0 0 964
0 27843 0 21853 0 0 0 856
0 28044 0 21798 0 0 0 808
0 27784 0 21874 0 0 0 840
0 27876 0 21637 0 0 0 840
0 27978 0 22018 0 0 0 833
0 27778 0 21956 0 0 0 851
0 27748 0 21970 0 0 0 868
0 27744 0 21872 0 0 0 879
0 27971 0 21628 0 0 0 855
0 27674 0 21638 0 0 0 796
0 27833 0 21780 0 0 0 837
0 27749 0 21808 0 0 0 896
0 27670 0 21744 0 0 0 856
0 27869 0 22116 0 0 0 849
0 27810 0 21539 0 0 0 824
0 28111 0 21629 0 0 0 823
0 27798 0 21715 0 0 0 867
0 28067 0 21949 0 0 0 814
0 27920 0 21624 0 0 0 883
0 27692 0 21731 0 0 0 838
0 27796 0 21792 0 0 0 911
0 27974 0 21518 0 0 0 827
