# A B A' B' AB AA' BB' A'B'
0 27427 0 25073 0 0 0 352
0 24703 0 22637 0 0 0 289
0 24872 0 22567 0 0 0 288
0 24886 0 22419 0 0 0 283
0 24909 0 22721 0 0 0 276
0 25047 0 22511 0 0 0 283
0 24978 0 22487 0 0 0 280
0 24993 0 22056 0 0 0 312
0 24861 0 22228 0 0 0 251
0 24727 0 22074 0 0 0 275
0 24796 0 22193 0 0 0 295
0 27622 0 22316 0 0 0 282
0 27530 0 21992 0 0 0 306
0 27694 0 22307 0 0 0 303
0 27735 0 22168 0 0 0 266
0 27749 0 24756 0 0 0 284
0 27253 0 24810 0 0 0 287
0 27713 0 24519 0 0 0 319
0 27866 0 24379 0 0 0 267
0 27533 0 24732 0 0 0 279
0 27400 0 24284 0 0 0 277
0 27431 0 24468 0 0 0 276
0 27359 0 24448 0 0 0 302
0 27705 0 24569 0 0 0 314
0 27502 0 24352 0 0 0 327
0 27387 0 24669 0 0 0 295
0 24906 0 22160 0 0 0 251
0 24712 0 22059 0 0 0 268
0 24670 0 21973 0 0 0 274
0 24828 0 22094 0 0 0 287
0 24771 0 22140 0 0 0 297
0 24403 0 21979 0 0 0 257
0 24505 0 22227 0 0 0 266
0 24770 0 22136 0 0 0 284
0 24596 0 21709 0 0 0 293
0 24444 0 22108 0 0 0 313
0 24704 0 22127 0 0 0 281
0 24714 0 22183 0 0 0 288
0 24960 0 22263 0 0 0 254
0 24912 0 21954 0 0 0 281
0 24356 0 21942 0 0 0 284
0 24926 0 22155 0 0 0 297
0 24784 0 22449 0 0 0 297
0 24509 0 22107 0 0 0 284
0 24562 0 21691 0 0 0 292
0 24914 0 21989 0 0 0 308
0 25061 0 21824 0 0 0 318
0 24392 0 22097 0 0 0 273
0 24589 0 22004 0 0 0 251
0 24952 0 21888 0 0 0 301
0 24642 0 22054 0 0 0 304
0 24916 0 21967 0 0 0 297
0 24616 0 22016 0 0 0 309
0 25022 0 21830 0 0 0 333
0 24639 0 21819 0 0 0 284
0 24632 0 21858 0 0 0 283
0 24680 0 21714 0 0 0 288
0 24800 0 21846 0 0 0 263
0 24467 0 21959 0 0 0 272
0 24393 0 22086 0 0 0 287
