# A B A' B' AB AA' BB' A'B'
0 27048 0 24660 0 0 0 483
0 24176 0 22072 0 0 0 453
0 23994 0 22073 0 0 0 399
0 24420 0 21963 0 0 0 412
0 24187 0 21865 0 0 0 401
0 24162 0 22000 0 0 0 410
0 24020 0 22131 0 0 0 401
0 24080 0 22209 0 0 0 417
0 24264 0 21780 0 0 0 412
0 24309 0 22133 0 0 0 413
0 24275 0 22159 0 0 0 445
0 24146 0 21866 0 0 0 405
0 23897 0 22087 0 0 0 433
0 24182 0 22310 0 0 0 414
0 24171 0 21951 0 0 0 457
0 24322 0 22012 0 0 0 411
0 24420 0 21931 0 0 0 397
0 24199 0 22101 0 0 0 451
0 24095 0 22048 0 0 0 404
0 24312 0 21892 0 0 0 443
0 24059 0 21820 0 0 0 416
0 24396 0 21754 0 0 0 417
0 23934 0 21815 0 0 0 414
0 24209 0 22101 0 0 0 416
0 24493 0 22037 0 0 0 420
0 23957 0 21980 0 0 0 417
0 24253 0 21835 0 0 0 406
0 24142 0 21907 0 0 0 426
0 24330 0 21879 0 0 0 425
0 24295 0 21883 0 0 0 398
0 24065 0 21933 0 0 0 453
0 24235 0 21959 0 0 0 420
0 24248 0 22276 0 0 0 453
0 24090 0 21756 0 0 0 416
0 24110 0 21891 0 0 0 447
0 24207 0 22009 0 0 0 440
0 24198 0 21910 0 0 0 424
0 24094 0 22264 0 0 0 462
0 24070 0 22440 0 0 0 406
0 24536 0 22050 0 0 0 432
0 24321 0 22134 0 0 0 448
0 24178 0 21993 0 0 0 444
0 24039 0 21947 0 0 0 420
0 24098 0 22201 0 0 0 438
0 26388 0 22087 0 0 0 428
0 26795 0 22005 0 0 0 417
0 26750 0 22087 0 0 0 443
0 27044 0 22129 0 0 0 429
0 26708 0 24858 0 0 0 433
0 26660 0 24382 0 0 0 434
0 26950 0 24349 0 0 0 417
0 26859 0 24347 0 0 0 384
0 26848 0 24441 0 0 0 456
0 26923 0 24606 0 0 0 408
0 26712 0 24573 0 0 0 399
0 26802 0 24720 0 0 0 451
0 27175 0 24538 0 0 0 444
0 26559 0 24422 0 0 0 480
0 24116 0 22192 0 0 0 430
0 23870 0 22053 0 0 0 410
