# A B A' B' AB AA' BB' A'B'
0 26577 0 22963 0 0 0 567
0 23742 0 20481 0 0 0 490
0 24147 0 20630 0 0 0 485
0 23616 0 20749 0 0 0 486
0 23998 0 20705 0 0 0 533
0 23911 0 20857 0 0 0 496
0 24158 0 20620 0 0 0 521
0 23709 0 20898 0 0 0 458
0 23764 0 20869 0 0 0 487
0 24090 0 20806 0 0 0 508
0 26627 0 20298 0 0 0 487
0 26298 0 22874 0 0 0 494
0 26566 0 22795 0 0 0 515
0 26428 0 22841 0 0 0 481
0 26759 0 23013 0 0 0 502
0 26644 0 22971 0 0 0 479
0 26787 0 22775 0 0 0 474
0 26780 0 22758 0 0 0 541
0 26570 0 22537 0 0 0 577
0 26415 0 22759 0 0 0 562
0 23578 0 20658 0 0 0 509
0 23866 0 20405 0 0 0 470
0 23950 0 20301 0 0 0 491
0 24048 0 20535 0 0 0 503
0 24121 0 20510 0 0 0 507
0 23780 0 20210 0 0 0 512
0 23820 0 20885 0 0 0 516
0 24046 0 20665 0 0 0 534
0 23865 0 20828 0 0 0 508
0 24222 0 20401 0 0 0 547
0 24028 0 20706 0 0 0 519
0 23700 0 20572 0 0 0 503
0 24107 0 20354 0 0 0 516
0 23965 0 20436 0 0 0 472
0 23758 0 20747 0 0 0 485
0 24220 0 20579 0 0 0 536
0 23757 0 20649 0 0 0 509
0 24053 0 20388 0 0 0 501
0 23618 0 20429 0 0 0 495
0 23985 0 20564 0 0 0 507
0 23826 0 20392 0 0 0 516
0 24071 0 20384 0 0 0 535
0 23874 0 20412 0 0 0 488
0 23895 0 20598 0 0 0 558
0 23979 0 20388 0 0 0 525
0 23848 0 20350 0 0 0 492
0 24023 0 20342 0 0 0 517
0 24014 0 20253 0 0 0 529
0 23738 0 20468 0 0 0 500
0 23741 0 20479 0 0 0 521
0 23950 0 20911 0 0 0 517
0 23948 0 20458 0 0 0 481
0 23761 0 20832 0 0 0 518
0 23963 0 20725 0 0 0 505
0 24025 0 20810 0 0 0 485
0 23896 0 20625 0 0 0 469
0 24190 0 20753 0 0 0 510
0 23935 0 20515 0 0 0 489
0 23873 0 20579 0 0 0 510
0 23845 0 20863 0 0 0 524
