# A B A' B' AB AA' BB' A'B'
0 28351 0 25101 0 0 0 453
0 25511 0 22574 0 0 0 440
0 25676 0 22531 0 0 0 410
0 25997 0 22824 0 0 0 414
0 25561 0 22589 0 0 0 420
0 25689 0 22430 0 0 0 421
0 25681 0 22787 0 0 0 447
0 25754 0 22667 0 0 0 441
0 25890 0 22957 0 0 0 430
0 25923 0 22683 0 0 0 430
0 25580 0 22908 0 0 0 438
0 25438 0 22832 0 0 0 419
0 25739 0 22245 0 0 0 428
0 25665 0 22345 0 0 0 441
0 25597 0 22344 0 0 0 439
0 25484 0 22056 0 0 0 419
0 25290 0 21999 0 0 0 436
0 25710 0 22273 0 0 0 419
0 25125 0 22128 0 0 0 417
0 25734 0 22006 0 0 0 413
0 25685 0 22020 0 0 0 460
0 25414 0 22181 0 0 0 405
0 25415 0 22198 0 0 0 402
0 25598 0 22592 0 0 0 430
0 25447 0 22307 0 0 0 434
0 25503 0 22198 0 0 0 419
0 25348 0 22059 0 0 0 406
0 25067 0 22203 0 0 0 452
0 25622 0 22010 0 0 0 431
0 25571 0 22017 0 0 0 429
0 25652 0 21969 0 0 0 419
0 25263 0 21954 0 0 0 432
0 25512 0 22062 0 0 0 449
0 25564 0 22164 0 0 0 429
0 25302 0 22141 0 0 0 434
0 25140 0 22460 0 0 0 468
0 25644 0 22182 0 0 0 455
0 25559 0 22094 0 0 0 419
0 25428 0 22195 0 0 0 399
0 25576 0 21857 0 0 0 396
0 25115 0 22427 0 0 0 384
0 25381 0 22023 0 0 0 438
0 25503 0 22069 0 0 0 451
0 25462 0 22175 0 0 0 435
0 25659 0 22266 0 0 0 451
0 25440 0 22210 0 0 0 436
0 25504 0 22341 0 0 0 423
0 25704 0 22353 0 0 0 452
0 28609 0 22070 0 0 0 410
0 28093 0 22083 0 0 0 419
0 27913 0 22034 0 0 0 408
0 28599 0 22400 0 0 0 418
0 28164 0 24717 0 0 0 466
0 28103 0 24794 0 0 0 433
0 28177 0 24947 0 0 0 399
0 28260 0 24563 0 0 0 440
0 28425 0 24754 0 0 0 442
0 28324 0 24349 0 0 0 455
0 28685 0 24643 0 0 0 419
0 28216 0 24634 0 0 0 481
