# A B A' B' AB AA' BB' A'B'
0 26210 0 24421 0 0 0 216
0 23994 0 21841 0 0 0 179
0 23814 0 21922 0 0 0 202
0 23764 0 21455 0 0 0 182
0 23660 0 21308 0 0 0 215
0 23606 0 21519 0 0 0 183
0 23452 0 21137 0 0 0 196
0 23356 0 21863 0 0 0 195
0 23237 0 21609 0 0 0 190
0 23657 0 21716 0 0 0 195
0 23293 0 21449 0 0 0 199
0 23590 0 21554 0 0 0 193
0 23500 0 21641 0 0 0 186
0 23573 0 21681 0 0 0 202
0 23514 0 21381 0 0 0 218
0 23632 0 21676 0 0 0 190
0 23638 0 21422 0 0 0 165
0 23510 0 21375 0 0 0 184
0 23417 0 21685 0 0 0 198
0 23403 0 21205 0 0 0 201
0 23629 0 21304 0 0 0 199
0 23724 0 21333 0 0 0 183
0 23110 0 21028 0 0 0 204
0 25700 0 21585 0 0 0 194
0 26003 0 21843 0 0 0 242
0 26154 0 21135 0 0 0 205
0 25834 0 21499 0 0 0 180
0 26233 0 23985 0 0 0 208
0 26330 0 23719 0 0 0 210
0 26017 0 23913 0 0 0 193
0 26140 0 23965 0 0 0 202
0 26130 0 23851 0 0 0 191
0 26179 0 24022 0 0 0 197
0 25756 0 24089 0 0 0 192
0 26242 0 23660 0 0 0 183
0 26127 0 23747 0 0 0 196
0 26289 0 23723 0 0 0 218
0 26241 0 23734 0 0 0 190
0 23635 0 21534 0 0 0 188
0 23228 0 21301 0 0 0 213
0 23645 0 21665 0 0 0 195
0 23481 0 21446 0 0 0 208
0 23660 0 21479 0 0 0 204
0 23678 0 21418 0 0 0 187
0 23476 0 21662 0 0 0 198
0 23722 0 21344 0 0 0 205
0 23606 0 21634 0 0 0 200
0 23274 0 21586 0 0 0 190
0 23616 0 21368 0 0 0 185
0 23725 0 21434 0 0 0 191
0 23684 0 21544 0 0 0 200
0 23552 0 21256 0 0 0 172
0 23401 0 21917 0 0 0 199
0 23333 0 21228 0 0 0 190
0 23366 0 21377 0 0 0 173
0 23548 0 21495 0 0 0 209
0 23422 0 21389 0 0 0 223
0 23706 0 21590 0 0 0 178
0 23568 0 21620 0 0 0 193
0 23753 0 21437 0 0 0 194
